File,Line Start,Line End,Section,Purpose/Description
process4.html,ALL,ALL,HTML/JS,"Process 4 dashboard (same structure as process1.html)"
process5.html,ALL,ALL,HTML/JS,"Process 5 dashboard (same structure as process1.html)"
process6.html,ALL,ALL,HTML/JS,"Process 6 dashboard (same structure as process1.html)"
process7.html,ALL,ALL,HTML/JS,"Process 7 dashboard (same structure as process1.html)"
process8.html,ALL,ALL,HTML/JS,"Process 8 dashboard (same structure as process1.html)"
process9.html,ALL,ALL,HTML/JS,"Process 9 dashboard (same structure as process1.html)"
home.html,ALL,ALL,HTML,"Cycle Time Monitoring homepage"
settings.html,ALL,ALL,HTML,"Settings configuration page"
standard_time.html,ALL,ALL,HTML/JS,"Standard time configuration page for processes 1-9"
manpower.html,ALL,ALL,HTML/JS,"Manpower/operator assignment page"
cycle_graph.html,ALL,ALL,HTML/JS,"Bar chart of average cycle times per process with standard time overlay"
line_trend.html,ALL,ALL,HTML/JS,"Line trend graph per process with TACT time tolerances"
